@relation all-data-pacman-weka.filters.unsupervised.attribute.Remove-R20-23

@attribute pacmanDirec {West,East,North,South,Stop}
@attribute pacmanXpos numeric
@attribute pacmanYpos numeric
@attribute LivingGhost1 {False,True}
@attribute LivingGhost2 {False,True}
@attribute LivingGhost3 {False,True}
@attribute LivingGhost4 {False,True}
@attribute ghost1XPos numeric
@attribute ghost1YPos numeric
@attribute ghost2XPos numeric
@attribute ghost2YPos numeric
@attribute ghost3XPos numeric
@attribute ghost3YPos numeric
@attribute ghost4XPos numeric
@attribute ghost4YPos numeric
@attribute ghost1Dist numeric
@attribute ghost2Dist numeric
@attribute ghost3Dist numeric
@attribute ghost4Dist numeric
@attribute action {West,East,North,South,Stop}

@data
East,18,8,False,False,False,True,1,1,3,1,5,1,22,4,0,0,0,8,East
East,19,8,False,False,False,True,1,1,3,1,5,1,22,4,0,0,0,6,East
East,10,6,True,True,True,True,13,13,12,16,14,14,16,13,10,12,12,12,East
East,11,6,True,True,True,True,13,13,12,16,14,13,15,13,9,11,10,11,East
East,9,15,True,False,True,True,13,13,3,1,16,13,17,13,6,0,9,9,East
East,10,15,True,False,True,True,12,13,4,1,17,13,16,13,4,0,9,9,East
East,11,15,True,False,True,True,12,13,5,1,17,13,17,13,3,0,8,8,East
East,12,15,True,False,True,True,12,13,6,1,17,13,17,13,2,0,7,6,East
East,15,13,False,False,True,True,2,1,8,1,17,13,17,13,0,0,2,2,East
East,16,13,False,False,True,True,1,1,9,1,17,13,17,13,0,0,1,1,East
North,12,12,True,True,True,True,5,6,5,12,13,6,13,12,13,7,7,1,East
North,5,8,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,East
North,8,6,False,False,True,True,1,1,3,1,21,9,25,14,0,0,16,25,East
North,12,8,False,False,True,True,1,1,3,1,21,9,25,14,0,0,10,19,East
North,15,9,False,False,True,True,1,1,3,1,21,9,25,14,0,0,6,15,East
North,1,5,True,True,True,True,1,10,2,8,2,9,3,7,5,4,5,4,East
North,11,7,False,False,True,True,1,1,3,1,19,12,22,9,0,0,13,13,East
North,9,6,True,True,True,True,10,13,13,13,14,13,17,13,8,11,12,15,East
North,8,15,True,True,True,True,10,13,13,13,14,13,17,13,4,7,8,11,East
North,12,12,True,True,True,True,5,8,6,12,12,6,13,12,11,6,6,2,East
North,17,13,False,False,True,True,1,1,3,1,25,14,23,13,0,0,9,7,East
